06	18	03	31	19	14	29
28	02	01	26	24	19	10
15	13	29	05	30	27	23
22	08	01	19	25	04	13
23	05	03	31	12	20	06
09	05	16	25	19	03	02
17	14	13	08	22	02	04
06	01	16	13	29	15	12
30	21	31	01	07	05	14
14	10	24	18	19	09	16
25	02	09	10	17	28	12
18	02	17	22	14	05	16
08	12	20	29	27	03	21
14	01	29	30	15	10	05
27	11	05	18	14	31	20
19	12	09	25	28	04	31
29	12	28	04	23	19	14
27	25	18	31	22	21	20
25	24	23	30	28	03	11
27	30	12	01	31	05	16
21	24	28	12	17	19	05
30	03	13	09	24	01	02
09	10	26	21	06	13	29
24	18	10	31	12	05	08
09	23	26	18	31	05	08
17	27	28	04	18	05	20
21	19	23	30	27	09	18
30	23	13	25	22	31	15
14	27	17	16	02	03	20
14	30	01	03	10	31	17
20	13	30	09	02	01	06
16	02	21	03	29	14	17
06	31	26	01	09	04	27
03	04	24	28	02	27	01
21	07	24	17	29	15	20
21	03	05	16	12	10	06
11	20	12	03	28	26	19
03	08	10	30	06	02	04
24	27	12	10	28	07	14
27	15	18	05	04	30	16
02	31	13	22	03	10	21
08	21	26	13	05	24	22
13	10	07	03	25	24	28
02	13	10	28	03	17	24
26	24	14	31	07	09	05
31	25	08	07	22	16	23
08	02	21	17	20	24	22
04	01	18	05	03	22	25
22	23	17	21	15	10	18
04	19	28	30	29	05	23
16	10	18	30	24	14	15
11	16	21	30	23	07	28
30	04	14	19	21	02	17
18	13	12	23	05	21	29
10	07	17	20	03	05	02
19	22	04	01	23	24	05
25	20	03	13	07	28	27
24	10	12	14	19	05	04
22	05	04	10	30	09	01
06	22	27	21	04	18	13
14	23	10	15	29	20	13
24	09	16	03	04	31	08
22	20	15	14	03	17	21
10	24	17	16	15	31	25
18	29	22	11	27	28	30
01	15	04	25	31	10	07
05	18	15	25	16	30	13
24	30	01	16	23	02	25
25	04	08	28	09	10	20
13	11	30	24	12	20	03
27	15	14	24	08	16	04
21	28	16	10	23	20	11
02	11	18	10	05	19	12
10	14	21	06	07	13	09
21	16	17	22	09	01	03
24	15	29	30	02	22	09
29	28	19	24	16	12	09
25	09	22	11	01	07	26
09	28	19	10	26	22	27
01	13	16	14	30	10	22
